,pq_#,po_/_so_#,asn/dn_#,country,fulfill_via,vendor_inco_term,sub_classification,unit_of_measure_(per_pack),line_item_quantity,line_item_value,pack_price,unit_price,first_line_designation,freight_cost_(usd),shipment_mode,line_item_insurance_(usd),days_to_process
156,Pre-PQ Process,SCMS-13900,ASN-990,Rwanda,Direct Drop,EXW,Adult,30,1609,27353.0,17.0,0.57,Yes,7922.24,Air,43.76,-490
157,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,Direct Drop,DDP,Pediatric,300,30,1447.8,48.26,0.16,No,Freight Included in Commodity Cost,Air,2.32,-489
158,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,Direct Drop,DDP,Adult,30,100,2850.0,28.5,0.95,No,Freight Included in Commodity Cost,Air,4.56,-489
159,Pre-PQ Process,SCMS-14170,ASN-1439,Vietnam,Direct Drop,FCA,Adult,336,100,18333.0,183.33,0.55,Yes,2535.4,Air,29.33,-430
160,Pre-PQ Process,SCMS-14640,ASN-1167,Nigeria,Direct Drop,EXW,HIV test,20,10000,270000.0,27.0,1.35,Yes,28002.75,Air,432.0,-497
161,Pre-PQ Process,SCMS-14750,ASN-1194,Rwanda,Direct Drop,CIP,Adult,60,1099,30222.5,27.5,0.46,Yes,1511.25,Air,48.36,-490
162,Pre-PQ Process,SCMS-14760,ASN-1230,Vietnam,Direct Drop,EXW,Adult,60,1200,2100.0,1.75,0.03,Yes,2429.85,Air,3.36,-486
163,Pre-PQ Process,SCMS-14770,ASN-1061,Kazakhstan,Direct Drop,DDP,HIV test,100,50,17500.0,350.0,3.5,Yes,Freight Included in Commodity Cost,Air,28.0,-522
164,Pre-PQ Process,SCMS-15550,ASN-1197,Nigeria,Direct Drop,EXW,HIV test,100,650,51993.5,79.99,0.8,Yes,2577.27,Air,83.19,-482
165,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,Direct Drop,DDP,Adult,60,100,573.0,5.73,0.1,No,Freight Included in Commodity Cost,Air,0.92,-514
166,Pre-PQ Process,SCMS-16730,ASN-1721,Botswana,Direct Drop,EXW,HIV test,20,450,14400.0,32.0,1.6,Yes,2496.62,Air,23.04,-333
167,Pre-PQ Process,SCMS-16890,ASN-2014,Nigeria,Direct Drop,EXW,HIV test,20,10270,277290.0,27.0,1.35,Yes,18864.37,Air,443.66,-320
168,Pre-PQ Process,SCMS-17800,ASN-1368,Mozambique,Direct Drop,EXW,HIV test,20,9000,288000.0,32.0,1.6,Yes,55746.59,Air,460.8,-431
169,Pre-PQ Process,SCMS-18030,ASN-1619,Zambia,Direct Drop,EXW,HIV test,20,6040,193280.0,32.0,1.6,Yes,24689,Air,309.25,-383
170,Pre-PQ Process,SCMS-18240,ASN-1789,Zambia,Direct Drop,EXW,HIV test - Ancillary,100,4300,43.0,0.01,0.0,Yes,Freight Included in Commodity Cost,Air,0.07,-367
171,Pre-PQ Process,SCMS-18320,ASN-3465,Côte d'Ivoire,Direct Drop,EXW,HIV test,20,289,7803.0,27.0,1.35,Yes,1104.69,Air,15.29,-89
172,Pre-PQ Process,SCMS-18340,ASN-1746,Mozambique,Direct Drop,EXW,HIV test,100,3000,215970.0,71.99,0.72,Yes,5298.9,Air,345.55,-332
173,Pre-PQ Process,SCMS-18420,ASN-1469,Côte d'Ivoire,Direct Drop,EXW,HIV test - Ancillary,100,70,0.7,0.01,0.0,Yes,Invoiced Separately,Air,0.0,-423
174,Pre-PQ Process,SCMS-18450,ASN-1934,Côte d'Ivoire,Direct Drop,EXW,HIV test,100,1116,78120.0,70.0,0.7,Yes,5175.72,Air,124.99,-314
175,Pre-PQ Process,SCMS-18470,ASN-2887,Côte d'Ivoire,Direct Drop,EXW,HIV test,100,1116,78120.0,70.0,0.7,Yes,7118.12,Air,153.12,-164
176,Pre-PQ Process,SCMS-18490,ASN-1612,Guyana,Direct Drop,EXW,HIV test,20,832,26624.0,32.0,1.6,Yes,3740.04,Air,42.6,-391
177,Pre-PQ Process,SCMS-18500,ASN-2100,Guyana,Direct Drop,EXW,HIV test,100,213,15333.87,71.99,0.72,Yes,959.46,Air,24.53,-308
178,Pre-PQ Process,SCMS-18550,ASN-1448,Botswana,Direct Drop,EXW,HIV test,100,10,3500.0,350.0,3.5,Yes,604,Air,5.6,-416
179,Pre-PQ Process,SCMS-18870,ASN-2435,Zimbabwe,Direct Drop,EXW,HIV test - Ancillary,100,1634,16.34,0.01,0.0,Yes,Invoiced Separately,Air,0.03,-223
180,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,Direct Drop,DDP,Adult,180,400,15760.0,39.4,0.22,No,Freight Included in Commodity Cost,Truck,25.22,-403
181,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,Direct Drop,DDP,Pediatric,90,6,47.28,7.88,0.09,No,Freight Included in Commodity Cost,Truck,0.08,-403
182,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,Direct Drop,DDP,Adult,30,500,10925.0,21.85,0.73,No,Freight Included in Commodity Cost,Truck,17.48,-403
183,Pre-PQ Process,SCMS-20180,ASN-1860,Vietnam,Direct Drop,EXW,Adult,60,10080,29232.0,2.9,0.05,Yes,4159.45,Air,46.77,-346
184,Pre-PQ Process,SCMS-20340,ASN-1754,Vietnam,Direct Drop,EXW,Adult,30,6720,77145.6,11.48,0.38,Yes,3796.05,Air,123.43,-365
185,Pre-PQ Process,SCMS-21270,ASN-1668,Côte d'Ivoire,Direct Drop,EXW,HIV test - Ancillary,100,250,2.5,0.01,0.0,Yes,Freight Included in Commodity Cost,Air,0.0,-388
186,Pre-PQ Process,SCMS-21460,ASN-1667,South Africa,Direct Drop,DDP,Adult,30,300,4614.0,15.38,0.51,No,Freight Included in Commodity Cost,Air,7.38,-420
187,Pre-PQ Process,SCMS-21460,ASN-2291,South Africa,Direct Drop,DDP,Adult,60,300,4155.0,13.85,0.23,Yes,Freight Included in Commodity Cost,Air,6.65,-402
188,Pre-PQ Process,SCMS-21460,ASN-1667,South Africa,Direct Drop,DDP,Adult,30,100,1849.0,18.49,0.62,No,Freight Included in Commodity Cost,Air,2.96,-420
189,Pre-PQ Process,SCMS-21580,ASN-1797,Nigeria,Direct Drop,EXW,HIV test - Ancillary,100,1130,11.3,0.01,0.0,Yes,Invoiced Separately,Air,0.02,-369
190,Pre-PQ Process,SCMS-23370,ASN-2523,Vietnam,Direct Drop,CIP,Pediatric,60,400,2800.0,7.0,0.12,Yes,3013.09,Air,4.48,-241
191,Pre-PQ Process,SCMS-23470,ASN-2244,Vietnam,Direct Drop,EXW,Adult,60,10780,15631.0,1.45,0.02,Yes,7575.6,Air,25.01,-286
192,Pre-PQ Process,SCMS-23500,ASN-2293,South Africa,Direct Drop,DDP,Adult,180,670,24783.3,36.99,0.21,No,Freight Included in Commodity Cost,Truck,39.65,-389
193,Pre-PQ Process,SCMS-23500,ASN-2296,South Africa,Direct Drop,DDP,Adult,60,2000,11060.0,5.53,0.09,Yes,Freight Included in Commodity Cost,Truck,17.7,-376
194,Pre-PQ Process,SCMS-23500,ASN-2300,South Africa,Direct Drop,DDP,Adult,60,1000,16630.0,16.63,0.28,Yes,Freight Included in Commodity Cost,Truck,26.61,-383
195,Pre-PQ Process,SCMS-23500,ASN-2293,South Africa,Direct Drop,DDP,Pediatric,240,30,435.9,14.53,0.06,No,Freight Included in Commodity Cost,Truck,0.7,-389
196,Pre-PQ Process,SCMS-23980,ASN-2640,Haiti,Direct Drop,EXW,HIV test,100,1123,78610.0,70.0,0.7,Yes,2851.72,Air,154.08,-217
197,Pre-PQ Process,SCMS-25090,ASN-2256,Rwanda,Direct Drop,EXW,HIV test,100,340,47260.0,139.0,1.39,Yes,5446.06,Air,75.62,-289
198,Pre-PQ Process,SCMS-25520,ASN-2079,Rwanda,Direct Drop,CIP,Adult,60,47879,569281.31,11.89,0.2,Yes,30408.04,Air,910.85,-314
199,Pre-PQ Process,SCMS-25520,ASN-2080,Rwanda,Direct Drop,CIP,Adult,60,61021,725539.69,11.89,0.2,Yes,38120.96,Air,1160.86,-313
200,Pre-PQ Process,SCMS-26180,ASN-2274,Vietnam,Direct Drop,EXW,Adult,60,4300,37023.0,8.61,0.14,No,See ASN-2274 (ID#:610),Air,59.24,-255
201,Pre-PQ Process,SCMS-26190,ASN-2562,Vietnam,Direct Drop,EXW,Adult,60,18030,26143.5,1.45,0.02,Yes,5822.44,Air,41.83,-241
202,Pre-PQ Process,SCMS-26820,ASN-2487,South Africa,Direct Drop,DDP,Adult,60,50,663.5,13.27,0.22,Yes,Freight Included in Commodity Cost,Truck,1.06,-322
203,Pre-PQ Process,SCMS-26820,ASN-2488,South Africa,Direct Drop,DDP,Pediatric,30,250,715.0,2.86,0.1,No,Freight Included in Commodity Cost,Truck,1.14,-328
204,Pre-PQ Process,SCMS-26820,ASN-2488,South Africa,Direct Drop,DDP,Adult,30,60,1096.2,18.27,0.61,No,Freight Included in Commodity Cost,Truck,1.75,-328
205,Pre-PQ Process,SCMS-26820,ASN-2488,South Africa,Direct Drop,DDP,Pediatric,200,12,150.48,12.54,0.06,No,Freight Included in Commodity Cost,Truck,0.24,-328
206,Pre-PQ Process,SCMS-27010,ASN-2448,Zambia,Direct Drop,EXW,HIV test - Ancillary,100,3000,30.0,0.01,0.0,Yes,7303.52,Air,0.05,-252
207,Pre-PQ Process,SCMS-27030,ASN-2638,Guyana,Direct Drop,EXW,HIV test,100,213,15333.87,71.99,0.72,Yes,1047.39,Air,30.05,-215
208,Pre-PQ Process,SCMS-27060,ASN-2438,Nigeria,Direct Drop,EXW,HIV test - Ancillary,100,6502,65.02,0.01,0.0,Yes,24870.05,Air,0.1,-229
209,Pre-PQ Process,SCMS-27070,ASN-2352,Nigeria,Direct Drop,EXW,HIV test,100,6875,549931.25,79.99,0.8,Yes,19992.75,Air,879.89,-262
210,Pre-PQ Process,SCMS-27290,ASN-2854,Vietnam,Direct Drop,FCA,Adult,120,434,35674.8,82.2,0.68,Yes,2709.98,Air,69.92,-181
211,Pre-PQ Process,SCMS-27310,ASN-2809,Vietnam,Direct Drop,EXW,Adult,60,1100,12540.0,11.4,0.19,Yes,2568.6,Air,24.58,-189
212,Pre-PQ Process,SCMS-27350,ASN-2766,Vietnam,Direct Drop,EXW,Adult,30,8400,85596.0,10.19,0.34,Yes,3247.73,Air,167.77,-188
213,Pre-PQ Process,SCMS-27380,ASN-2873,Vietnam,Direct Drop,EXW,Adult,60,3648,26448.0,7.25,0.12,Yes,2335.19,Air,51.84,-180
214,Pre-PQ Process,SCMS-27680,ASN-2910,Guyana,Direct Drop,EXW,Malaria,25,108,4050.0,37.5,1.5,Yes,648.27,Air,7.94,-168
215,Pre-PQ Process,SCMS-27800,ASN-2592,Ethiopia,Direct Drop,EXW,HIV test,20,5958,160866.0,27.0,1.35,Yes,11066.17,Air,257.39,-231
216,Pre-PQ Process,SCMS-27800,ASN-2747,Ethiopia,Direct Drop,EXW,HIV test,20,3982,107514.0,27.0,1.35,Yes,7303.25,Air,210.73,-210
217,Pre-PQ Process,SCMS-28710,ASN-2576,Ethiopia,Direct Drop,EXW,HIV test,1,6998,160954.0,23.0,23.0,Yes,44347.71,Air,257.53,-237
218,Pre-PQ Process,SCMS-28830,ASN-2503,South Africa,Direct Drop,DDP,Adult,30,300,7080.0,23.6,0.79,Yes,Freight Included in Commodity Cost,Truck,11.33,-291
219,Pre-PQ Process,SCMS-28830,ASN-2503,South Africa,Direct Drop,DDP,Pediatric,240,40,557.6,13.94,0.06,No,Freight Included in Commodity Cost,Truck,0.89,-291
220,Pre-PQ Process,SCMS-32630,ASN-3155,Ethiopia,Direct Drop,EXW,HIV test,1,3470,79810.0,23.0,23.0,Yes,19882.25,Air,156.43,-132
221,Pre-PQ Process,SCMS-32640,ASN-2935,Ethiopia,Direct Drop,EXW,HIV test,1,3510,80730.0,23.0,23.0,Yes,22433.91,Air,158.23,-180
222,Pre-PQ Process,SCMS-32660,ASN-3228,Zimbabwe,Direct Drop,CIP,HIV test,1,5000,12706.65,2.54,2.54,Yes,Freight Included in Commodity Cost,Air,24.91,-118
223,Pre-PQ Process,SCMS-33070,ASN-2888,Vietnam,Direct Drop,EXW,Adult,60,6000,17400.0,2.9,0.05,Yes,2653.27,Air,34.1,-186
224,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,Direct Drop,DDP,Adult,30,1300,20410.0,15.7,0.52,No,Freight Included in Commodity Cost,Truck,40.0,-235
225,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,Direct Drop,DDP,Pediatric,200,120,733.2,6.11,0.03,No,Freight Included in Commodity Cost,Truck,1.44,-235
226,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,Direct Drop,DDP,Adult,270,6,424.08,70.68,0.26,No,Freight Included in Commodity Cost,Truck,0.83,-235
227,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,Direct Drop,DDP,Pediatric,240,40,540.4,13.51,0.06,No,Freight Included in Commodity Cost,Truck,1.06,-235
228,Pre-PQ Process,SCMS-33820,ASN-3665,Nigeria,Direct Drop,EXW,HIV test,100,5751,460080.0,80.0,0.8,Yes,22451.67,Air,901.76,-54
229,Pre-PQ Process,SCMS-33850,ASN-3110,Namibia,Direct Drop,EXW,HIV test,25,3,225.0,75.0,3.0,Yes,963.34,Air,0.44,-125
230,Pre-PQ Process,SCMS-36540,ASN-3166,Guyana,Direct Drop,EXW,HIV test,20,100,2700.0,27.0,1.35,Yes,692.38,Air,5.29,-125
231,Pre-PQ Process,SCMS-37060,ASN-3303,Namibia,Direct Drop,EXW,HIV test,20,68,2176.0,32.0,1.6,Yes,1003.52,Air,4.26,-91
232,Pre-PQ Process,SCMS-37160,ASN-3561,Vietnam,Direct Drop,EXW,Adult,60,9000,21600.0,2.4,0.04,Yes,9809.7,Air,42.34,-55
233,Pre-PQ Process,SCMS-37170,ASN-3562,Vietnam,Direct Drop,EXW,Adult,60,700,7805.0,11.15,0.19,No,See ASN-3562 (ID#:960),Air,15.3,-52
234,Pre-PQ Process,SCMS-37370,ASN-3497,Nigeria,Direct Drop,CIP,Adult,30,25000,1260000.0,50.4,1.68,Yes,7933.38,Air,2469.6,-54
235,Pre-PQ Process,SCMS-38160,ASN-3457,Haiti,Direct Drop,EXW,HIV test,100,1680,117600.0,70.0,0.7,Yes,3241.06,Air,230.5,-77
236,Pre-PQ Process,SCMS-39970,ASN-3628,Haiti,Direct Drop,EXW,Pediatric,100,2100,10500.0,5.0,0.05,Yes,1903.54,Air,20.58,-60
237,Pre-PQ Process,SCMS-40370,ASN-3857,Mozambique,Direct Drop,EXW,HIV test,100,9000,648000.0,72.0,0.72,Yes,25052.69,Air,1270.08,-6
238,Pre-PQ Process,SCMS-40780,ASN-3607,South Africa,Direct Drop,DDP,Pediatric,90,176,3359.84,19.09,0.21,Yes,Freight Included in Commodity Cost,Air,6.59,-185
239,Pre-PQ Process,SCMS-40790,ASN-3575,South Africa,Direct Drop,DDP,Adult,60,5017,24583.3,4.9,0.08,Yes,Freight Included in Commodity Cost,Air,48.18,-182
240,Pre-PQ Process,SCMS-40810,ASN-3634,South Africa,Direct Drop,DDP,Pediatric,240,929,3390.85,3.65,0.02,No,Freight Included in Commodity Cost,Air,6.65,-181
241,Pre-PQ Process,SCMS-40860,ASN-3581,South Africa,Direct Drop,DDP,Adult,60,6700,36582.0,5.46,0.09,Yes,Freight Included in Commodity Cost,Air,71.7,-123
242,Pre-PQ Process,SCMS-41070,ASN-3625,South Africa,Direct Drop,DDP,Adult,60,1350,19062.0,14.12,0.24,No,Freight Included in Commodity Cost,Air,37.36,-153
243,Pre-PQ Process,SCMS-41080,ASN-3638,South Africa,Direct Drop,DDP,Adult,30,1120,16307.2,14.56,0.49,Yes,Freight Included in Commodity Cost,Air,31.96,-130
244,Pre-PQ Process,SCMS-41140,ASN-3752,South Africa,Direct Drop,DDP,Adult,60,100,371.0,3.71,0.06,No,Freight Included in Commodity Cost,Air,0.73,-192
245,Pre-PQ Process,SCMS-41190,ASN-3732,South Africa,Direct Drop,DDP,Adult,60,1000,2920.0,2.92,0.05,Yes,Freight Included in Commodity Cost,Air,5.72,-131
246,Pre-PQ Process,SCMS-41190,ASN-3732,South Africa,Direct Drop,DDP,Adult,60,260,4035.2,15.52,0.26,No,Freight Included in Commodity Cost,Air,7.91,-131
247,Pre-PQ Process,SCMS-41240,ASN-3904,Uganda,Direct Drop,CIP,Adult,30,60,1100.4,18.34,0.61,Yes,428.91,Air,2.16,-28
248,Pre-PQ Process,SCMS-41450,ASN-4362,South Africa,Direct Drop,DDP,Pediatric,90,5000,160900.0,32.18,0.36,Yes,Freight Included in Commodity Cost,Truck,315.36,-45
249,Pre-PQ Process,SCMS-41584,ASN-4385,South Africa,Direct Drop,DDP,Pediatric,5,166,2265.9,13.65,2.73,No,Freight Included in Commodity Cost,Air,4.44,-42
250,Pre-PQ Process,SCMS-41584,ASN-4385,South Africa,Direct Drop,DDP,Pediatric,60,1500,15150.0,10.1,0.17,No,Freight Included in Commodity Cost,Air,29.69,-42
251,Pre-PQ Process,SCMS-30312,ASN-3851,Rwanda,Direct Drop,CIP,Adult,60,7840,71344.0,9.1,0.15,Yes,853.88,Air,139.83,-42
252,Pre-PQ Process,SCMS-47420,ASN-4280,South Africa,Direct Drop,DDP,Pediatric,300,40,1440.0,36.0,0.12,Yes,Freight Included in Commodity Cost,Air,2.82,-42
253,Pre-PQ Process,SCMS-47360,ASN-4286,South Africa,Direct Drop,DDP,Pediatric,90,6,43.2,7.2,0.08,Yes,Freight Included in Commodity Cost,Truck,0.08,-28
254,Pre-PQ Process,SCMS-42250,ASN-4612,South Africa,Direct Drop,DDP,Pediatric,90,6,43.2,7.2,0.08,Yes,Freight Included in Commodity Cost,Truck,0.08,7
255,Pre-PQ Process,SCMS-42290,ASN-3987,Guyana,Direct Drop,EXW,HIV test,100,425,38250.0,90.0,0.9,Yes,1859.79,Air,74.97,4
256,Pre-PQ Process,SCMS-42320,ASN-4291,Guyana,Direct Drop,EXW,HIV test,100,276,24840.0,90.0,0.9,Yes,1205.7,Air,48.69,30
257,Pre-PQ Process,SCMS-47500,ASN-4332,South Africa,Direct Drop,DDP,Adult,60,76,300.2,3.95,0.07,No,See ASN-4332 (ID#:1115),Truck,0.59,-39
258,Pre-PQ Process,SCMS-42830,ASN-3984,Nigeria,Direct Drop,FCA,Adult,120,73,3000.3,41.1,0.34,Yes,1332.43,Air,5.88,-12
259,Pre-PQ Process,SCMS-42970,ASN-4098,Kenya,Direct Drop,EXW,HIV test,20,5,160.0,32.0,1.6,Yes,12561.4,Air,0.31,17
260,Pre-PQ Process,SCMS-42970,ASN-4099,Kenya,Direct Drop,EXW,HIV test,20,4995,159840.0,32.0,1.6,Yes,275,Air,313.29,17
261,Pre-PQ Process,SCMS-36892,ASN-4206,Nigeria,Direct Drop,FCA,Adult,120,2040,83844.0,41.1,0.34,Yes,3777.93,Air,164.33,43
262,Pre-PQ Process,SCMS-43880,ASN-4462,Rwanda,Direct Drop,CIP,Adult,60,26932,317528.28,11.79,0.2,Yes,30661.5,Air,622.36,49
263,Pre-PQ Process,SCMS-44120,ASN-4289,Côte d'Ivoire,Direct Drop,EXW,HIV test,40,1000,110000.0,110.0,2.75,Yes,8114.11,Air,215.6,44
264,Pre-PQ Process,SCMS-44960,ASN-4186,Namibia,Direct Drop,EXW,HIV test,100,800,56000.0,70.0,0.7,Yes,2008.54,Air,109.76,14
265,Pre-PQ Process,SCMS-44980,ASN-4094,Vietnam,Direct Drop,EXW,Adult,30,150,1950.0,13.0,0.43,Yes,4111.71,Air,3.82,7
266,Pre-PQ Process,SCMS-45110,ASN-4046,Côte d'Ivoire,Direct Drop,EXW,HIV test,40,140,15400.0,110.0,2.75,Yes,4318.21,Air,30.18,8
267,Pre-PQ Process,SCMS-45620,ASN-4511,Namibia,Direct Drop,EXW,Pediatric,60,2000,3800.0,1.9,0.03,Yes,1484.75,Air,7.45,78
268,Pre-PQ Process,SCMS-46560,ASN-4709,Vietnam,Direct Drop,CIP,Pediatric,60,120,840.0,7.0,0.12,Yes,Freight Included in Commodity Cost,Air,1.65,79
269,Pre-PQ Process,SCMS-47051,ASN-4837,South Africa,Direct Drop,DDP,Adult,30,20,438.0,21.9,0.73,Yes,Freight Included in Commodity Cost,Truck,0.86,63
270,Pre-PQ Process,SCMS-47090,ASN-4820,South Africa,Direct Drop,DDP,Adult,60,320,1475.2,4.61,0.08,Yes,Freight Included in Commodity Cost,Truck,2.89,50
271,Pre-PQ Process,SCMS-42641,ASN-5221,Zambia,Direct Drop,EXW,HIV test,100,2000,144000.0,72.0,0.72,Yes,5962.58,Air,310.46,150
272,Pre-PQ Process,SCMS-48690,ASN-4600,Guyana,Direct Drop,CIP,Adult,120,2733,224625.27,82.19,0.68,Yes,314,Air,440.27,67
273,Pre-PQ Process,SCMS-28,ASN-16,Côte d'Ivoire,Direct Drop,EXW,HIV test,40,100,7535.0,75.35,1.88,Yes,1845.74,Air,47.04,-999
274,Pre-PQ Process,SCMS-73,ASN-59,Haiti,Direct Drop,EXW,HIV test,100,45,7875.0,175.0,1.75,Yes,854.34,Air,47.04,-966
275,Pre-PQ Process,SCMS-80,ASN-49,Vietnam,Direct Drop,EXW,Adult,30,1000,17000.0,17.0,0.57,Yes,7682.69,Air,47.04,-1004
276,Pre-PQ Process,SCMS-81,ASN-55,Vietnam,Direct Drop,EXW,Adult,60,35000,152250.0,4.35,0.07,No,See ASN-55 (ID#:16),Air,47.04,-1025
277,Pre-PQ Process,SCMS-81,ASN-55,Vietnam,Direct Drop,EXW,Adult,60,20000,338000.0,16.9,0.28,No,See ASN-55 (ID#:16),Air,47.04,-1025
278,Pre-PQ Process,SCMS-87,ASN-57,Nigeria,Direct Drop,EXW,Pediatric,240,416,1809.6,4.35,0.02,No,See ASN-57 (ID#:23),Air,47.04,-977
279,Pre-PQ Process,SCMS-87,ASN-57,Nigeria,Direct Drop,EXW,Adult,60,486,2041.2,4.2,0.07,No,See ASN-57 (ID#:23),Air,47.04,-977
280,Pre-PQ Process,SCMS-137,ASN-95,Zambia,Direct Drop,EXW,Pediatric,240,906,19071.3,21.05,0.09,Yes,3850.8,Air,47.04,-854
281,Pre-PQ Process,SCMS-138,ASN-86,Zambia,Direct Drop,EXW,Adult,60,38780,432009.2,11.14,0.19,Yes,14364.29,Air,47.04,-931
282,Pre-PQ Process,SCMS-156,ASN-93,Nigeria,Direct Drop,EXW,Adult,60,4632,16906.8,3.65,0.06,No,See ASN-93 (ID#:1281),Air,47.04,-907
283,Pre-PQ Process,SCMS-156,ASN-93,Nigeria,Direct Drop,EXW,Adult,60,166,356.9,2.15,0.04,No,See ASN-93 (ID#:1281),Air,47.04,-907
284,Pre-PQ Process,SCMS-163,ASN-123,Zambia,Direct Drop,EXW,Adult,30,60784,1018132.0,16.75,0.56,Yes,49824.57,Air,47.04,-894
285,Pre-PQ Process,SCMS-168,ASN-276,Vietnam,Direct Drop,EXW,Pediatric,240,1000,5050.0,5.05,0.02,Yes,25124.12,Air,47.04,-810
286,Pre-PQ Process,SCMS-169,ASN-272,Vietnam,Direct Drop,EXW,Pediatric,240,1000,2440.0,2.44,0.01,No,See ASN-272 (ID#:1282),Air,47.04,-810
287,Pre-PQ Process,SCMS-276,ASN-194,Haiti,Direct Drop,EXW,HIV test,100,25,10000.0,400.0,4.0,Yes,1498.02,Air,47.04,-845
288,Pre-PQ Process,SCMS-313,ASN-542,Vietnam,Direct Drop,EXW,Adult,60,25000,187500.0,7.5,0.12,Yes,21150.56,Air,300.0,-693
289,Pre-PQ Process,SCMS-416,ASN-465,Zambia,Direct Drop,CIP,Pediatric,60,5408,68952.0,12.75,0.21,Yes,Freight Included in Commodity Cost,Air,47.04,-726
290,Pre-PQ Process,SCMS-593,ASN-452,Côte d'Ivoire,Direct Drop,EXW,HIV test,100,50,20000.0,400.0,4.0,Yes,3004.62,Air,47.04,-704
291,Pre-PQ Process,SCMS-687,ASN-544,Nigeria,Direct Drop,EXW,HIV test,20,10000,270000.0,27.0,1.35,Yes,28118.58,Air,432.0,-692
292,Pre-PQ Process,SCMS-687,ASN-587,Nigeria,Direct Drop,EXW,HIV test,20,11500,310500.0,27.0,1.35,Yes,43664.71,Air,496.8,-668
293,Pre-PQ Process,SCMS-599,ASN-522,Nigeria,Direct Drop,EXW,HIV test,20,8000,216000.0,27.0,1.35,Yes,22838.29,Air,345.6,-698
294,Pre-PQ Process,SCMS-749,ASN-737,Vietnam,Direct Drop,EXW,Adult,30,22500,277425.0,12.33,0.41,Yes,18045.24,Air,443.88,-608
295,Pre-PQ Process,SCMS-749,ASN-744,Vietnam,Direct Drop,EXW,Pediatric,240,500,950.0,1.9,0.01,No,See ASN-744 (ID#:1356),Air,1.52,-608
296,Pre-PQ Process,SCMS-752,ASN-884,Vietnam,Direct Drop,CIP,Pediatric,60,800,5600.0,7.0,0.12,Yes,2514.05,Air,8.96,-571
297,Pre-PQ Process,SCMS-10060,ASN-639,Vietnam,Direct Drop,FCA,Pediatric,300,200,16440.0,82.2,0.27,Yes,2326.1,Air,26.3,-630
298,Pre-PQ Process,SCMS-10310,ASN-893,Tanzania,Direct Drop,EXW,HIV test,25,10000,200000.0,20.0,0.8,Yes,27791.62,Air,320.0,-530
299,Pre-PQ Process,SCMS-10320,ASN-1114,Tanzania,Direct Drop,EXW,HIV test,25,5000,100000.0,20.0,0.8,Yes,14505.37,Air,160.0,-496
300,Pre-PQ Process,SCMS-10360,ASN-658,Namibia,Direct Drop,EXW,HIV test,25,150,11250.0,75.0,3.0,Yes,Invoiced Separately,Air,18.0,-642
301,Pre-PQ Process,SCMS-11071,ASN-1039,Ethiopia,Direct Drop,EXW,Adult,60,35065,54350.75,1.55,0.03,Yes,6755.81,Air,86.96,-525
302,Pre-PQ Process,SCMS-11670,ASN-967,Guyana,Direct Drop,EXW,HIV test,20,2220,71040.0,32.0,1.6,Yes,6524.19,Air,113.66,-546
303,Pre-PQ Process,SCMS-13510,ASN-1483,Uganda,Direct Drop,CIP,Adult,30,140,3313.8,23.67,0.79,Yes,Freight Included in Commodity Cost,Air,5.3,-427
304,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,Direct Drop,DDP,Pediatric,240,500,3630.0,7.26,0.03,No,Freight Included in Commodity Cost,Air,5.81,-489
305,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,Direct Drop,DDP,Adult,30,20,535.2,26.76,0.89,No,Freight Included in Commodity Cost,Air,0.86,-489
306,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,Direct Drop,DDP,Adult,30,10,443.0,44.3,1.48,No,Freight Included in Commodity Cost,Air,0.71,-489
307,Pre-PQ Process,SCMS-14140,ASN-1028,Rwanda,Direct Drop,EXW,HIV test,20,4500,144000.0,32.0,1.6,Yes,38425.29,Air,230.4,-508
308,Pre-PQ Process,SCMS-14930,ASN-1231,Vietnam,Direct Drop,EXW,Adult,60,400,600.0,1.5,0.02,Yes,2426.05,Air,0.96,-496
309,Pre-PQ Process,SCMS-15460,ASN-2258,Haiti,Direct Drop,EXW,HIV test,100,2,278.0,139.0,1.39,Yes,Invoiced Separately,Air,0.44,-283
310,Pre-PQ Process,SCMS-15880,ASN-1301,Haiti,Direct Drop,EXW,HIV test,100,4,556.0,139.0,1.39,Yes,Invoiced Separately,Air,0.89,-469
311,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,Direct Drop,DDP,Pediatric,30,200,696.0,3.48,0.12,No,Freight Included in Commodity Cost,Air,1.11,-514
312,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,Direct Drop,DDP,Adult,30,1200,23808.0,19.84,0.66,No,Freight Included in Commodity Cost,Air,38.09,-514
